seq1,seq2,item_id,category1,category2,item_definition,uni_lemma,word_1,word_2,word_3,word_for_llm,irregular,note,AoA,concreteness,iconicity,childBOI,adultBOI,Auditory,Gustatory,Haptic,Interoceptive,Olfactory,Visual,Foot_leg,Hand_arm,Head,Mouth,Torso,phoneme,socialness,semD,valence,arousal,valence2,arousal2,dominance,imageability,babiness,frequency,mlu,contextD,word_used,prop50.1,prop50.2,prop50.3,prop50.4,prop50.5,prop40.1,prop40.2,prop40.3,prop40.4,prop40.5,prop30.1,prop30.2,prop30.3,prop30.4,prop30.5,prop20.1,prop20.2,prop20.3,prop20.4,prop20.5,prop10.1,prop10.2,prop10.3,prop10.4,prop10.5
460,461,item_461,action_words,verbs,pull,pull,pull,,,pull,FALSE,,27,3.97,4.8,3.791666667,3.125,1,0.055555556,4.388888889,2.222222222,0.055555556,2.388888889,1.571428571,4,0.857142857,0.095238095,1.142857143,3,,1.878654027,5.59,4.1,4.41,5.9,6,4.1,3.105263158,2610.17585,6.306740878,550,pull,training,test,test,training,test,test,test,test,test,test,test,training,training,training,test,test,test,training,test,test,test,test,test,test,test
461,462,item_462,action_words,verbs,push,push,push,,,push,FALSE,,25,4.21,5.555555556,4.148148148,3.32,0.5,0,3.944444444,1.388888889,0,2.833333333,2.842105263,4.421052632,2.210526316,0.684210526,2.526315789,3,,1.991701704,5.39,4.4,4.61,5.6,4.06,4.1,4.142857143,2861.386437,5.503229011,532,push,training,training,training,test,test,test,training,test,test,test,test,training,test,test,test,training,training,test,test,test,test,test,test,test,test
462,463,item_463,action_words,verbs,put,put,put,,,put,FALSE,,27,2.5,2.1,2.419354839,1.407407407,0.941176471,0.470588235,2.470588235,0.294117647,0.470588235,3.176470588,1.1,4.05,1.55,0.55,0.85,3,2.055970149,2.191561754,5.09,3.86,4.91,6.14,5.94,2.2,1.3,7909.096728,8.164141702,2368,put,training,training,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test,training,test,test,test,test,test,test
463,464,item_464,action_words,verbs,read,read,read,,,read,FALSE,,24,3.56,3.090909091,4.735294118,2.08,1.333333333,0.111111111,0.444444444,0.5,0.111111111,4.5,0.35,1.3,4.6,1.5,0.1,3,3.714285714,1.879833767,6.73,3.7,3.27,6.3,6.11,,4.636363636,2804.643918,8.077413984,926,read,test,test,training,test,training,test,test,test,test,test,test,test,training,test,test,test,test,test,training,test,test,test,test,test,test
464,465,item_465,action_words,verbs,ride,ride,ride,,,ride,FALSE,,25,3.75,2.9,4.367346939,2.92,1.2,0.15,1.65,1.4,0.35,2.45,3,2.7,2,1.05,2.6,3,,1.605790317,6.27,5.1,3.73,4.9,5.28,4.6,2.7,2332.886024,8.551490515,475,ride,training,training,test,test,training,test,training,training,test,training,test,training,test,test,training,test,test,test,test,training,test,test,test,test,test
465,466,item_466,action_words,verbs,rip,rip,rip,,,rip,FALSE,,30,3.79,5.6,4.16,2.56,2.529411765,0,1.117647059,0.705882353,0,2.176470588,0.315789474,3.210526316,1,1.315789474,0.526315789,3,,1.696664969,3.28,5.26,6.72,4.74,4.12,4.7,2.176470588,1650.963311,7.944954128,107,rip,test,training,training,training,test,training,training,training,test,test,test,test,test,test,test,training,test,test,training,test,training,test,test,test,test
466,467,item_467,action_words,verbs,run,run,run,,,run,FALSE,,24,4.31,3.8,5.652173913,3.217391304,1.611111111,0.111111111,1,2.388888889,0.333333333,3.555555556,4.954545455,2.590909091,2.454545455,1.636363636,2.363636364,3,,2.182531177,6.41,5.24,3.59,4.76,5.44,4.6,2,1223.888265,8.756198347,382,run,training,training,test,test,test,test,training,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test,training,test,test
467,468,item_468,action_words,verbs,say,say,say,,,say,FALSE,,27,2.58,3.1,2.933333333,1.833333333,3.9,0.3,0.25,1.1,0.25,1.15,0,0.2,1.7,4.05,0.25,2,4.590909091,2.05837567,5.91,4.43,4.09,5.57,6.88,2.8,3.9,4271.140348,5.740992115,2338,say,training,training,training,test,test,test,training,test,training,test,test,training,test,test,test,test,training,test,test,test,test,test,test,test,test
468,469,item_469,action_words,verbs,see,see,see,,,see,FALSE,,24,3.21,4,4.692307692,3.423076923,0.055555556,0,0,0.333333333,0,5,0,0,4.857142857,0.095238095,0,2,3.5,2.251730395,6.27,3.9,3.73,6.1,6,3,5.181818182,8833.369066,6.054828926,3260,see,test,test,test,test,test,test,test,test,training,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test
469,470,item_470,action_words,verbs,shake,shake,shake,,,shake,FALSE,,28,4.07,6,3.821428571,3.518518519,1,0.333333333,2.833333333,2.888888889,0.333333333,2.888888889,2.4,4.05,2.85,1.5,2.1,3,,1.879338001,4.59,5.2,5.41,4.8,6.37,4.4,3.545454545,5598.406878,4.977128335,292,shake,training,training,training,training,training,training,training,test,test,training,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test
470,471,item_471,action_words,verbs,share,share,share,,,share,FALSE,,27,2.96,3.8,4.259259259,2.222222222,2.157894737,0.421052632,2.105263158,1.263157895,0.421052632,3.368421053,0.428571429,3.047619048,2.285714286,2.285714286,0.476190476,3,5.954545455,1.977199112,6.22,3.2,3.78,6.8,6.44,3.2,3.857142857,1740.505584,7.274924471,246,share,training,training,test,test,training,training,test,training,test,training,test,test,test,test,training,test,test,test,test,training,training,test,test,test,test
471,472,item_472,action_words,verbs,show,show,show,,,show,FALSE,,28,3.97,3.7,4.37037037,2.04,3.133333333,0.066666667,1,1.533333333,0.333333333,4.466666667,1,1.857142857,2.142857143,1.380952381,0.857142857,2,4.714285714,2.211488474,5.91,4.1,4.09,5.9,5.83,4,3.307692308,2059.477234,7.591453882,856,show,test,test,training,training,test,test,training,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test,test
472,473,item_473,action_words,verbs,sing,sing,sing,,,sing,FALSE,,25,4.34,4.272727273,4.173913043,3.086956522,4.875,0.0625,0.0625,2,0,2.25,0.25,0.416666667,2.583333333,4.083333333,1.333333333,3,,1.464560137,7.5,4.1,2.5,5.9,6.67,4.9,6.1875,2064.670589,6.593220339,505,sing,training,test,training,training,test,test,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test,test
473,474,item_474,action_words,verbs,sit,sit,sit,,,sit,FALSE,,23,4.8,3.363636364,5.6,3.434782609,0.611111111,0.194444444,2.305555556,1.416666667,0.222222222,3.194444444,4.210526316,1.263157895,1.368421053,0.263157895,3.684210526,3,,1.799674276,5.82,3.19,4.18,6.81,6.06,4.7,5.833333333,2776.279738,7.365585168,844,sit,test,training,test,test,test,test,training,training,test,test,test,test,test,test,test,test,test,training,test,test,test,test,test,test,test
474,475,item_475,action_words,verbs,skate,skate (action),skate,,,skate,TRUE,polysemy,,4.56,4.3,6.04,4.913043478,1.411764706,0.117647059,2.235294118,1.058823529,0.235294118,3.470588235,3.578947368,1.105263158,1.052631579,0.210526316,1.736842105,4,,1.508210962,6.74,4.48,3.26,5.52,4.84,5.9,2.071428571,684.2484694,6.2,42,skate,training,training,training,training,test,test,test,test,test,test,training,test,test,training,test,training,test,test,test,test,test,test,test,test,test
475,476,item_476,action_words,verbs,sleep,sleep,sleep,,,sleep,FALSE,,24,4.44,3.461538462,4.966666667,2.833333333,1.142857143,0,0.761904762,3.523809524,0,2.095238095,1.55,1.4,3.35,1.95,2.25,4,2.909090909,1.40225064,7.22,3.6,2.78,6.4,5.3,5.5,7.727272727,1708.145689,8.95641345,494,sleep,training,test,training,training,test,test,training,test,training,test,test,test,test,test,test,training,test,training,training,test,test,test,test,test,test
477,478,item_478,action_words,verbs,smile,smile,smile,,,smile,FALSE,,27,4.5,4,5.148148148,3,0.55,0.3,1.05,2,0.25,4.7,0.105263158,0.105263158,1.736842105,4.315789474,0.210526316,4,,1.419603156,7.89,4.62,2.11,5.38,7.72,6.5,5.636363636,1315.573643,6.912698413,144,smile,training,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test,training,test,training,test,test,training,training,test,test
478,479,item_479,action_words,verbs,spill,spill,spill,,,spill,FALSE,,27,4.07,5.6,5.407407407,3.304347826,2,0.055555556,2.222222222,0.611111111,0.611111111,4.277777778,1.157894737,3.473684211,1.315789474,0.736842105,0.631578947,4,,1.698691602,3.63,3.74,6.37,6.26,4.5,4.2,7.0625,1452.721969,7.062893082,156,spill,test,test,training,test,test,test,test,training,test,test,test,test,training,test,test,test,training,test,test,test,test,test,test,test,test
479,480,item_480,action_words,verbs,splash,splash,splash,,,splash,FALSE,,26,4.19,6.090909091,5.260869565,3.25,2.8,0.1,2.6,0.8,0,3.05,2,3.210526316,1.263157895,0.263157895,1.578947368,5,,1.756374562,6.53,4.8,3.47,5.2,5.96,5.1,3.0625,1703.691789,5.484018265,140,splash,test,test,test,training,training,test,test,test,training,training,test,test,test,test,training,test,test,test,training,training,test,training,test,test,test
480,481,item_481,action_words,verbs,stand,stand,stand,,,stand,FALSE,,27,4.16,4.4,5.379310345,4.038461538,0.5,0.2,1.5,1.65,0.25,4,4.4,0.55,0.75,0.2,1.8,5,,2.108699986,5.27,3.1,4.73,6.9,5.89,5,2.5,1913.446197,6.447276941,420,stand,test,test,test,test,test,test,training,test,test,test,training,test,test,training,test,test,test,test,test,test,test,test,test,test,test
481,482,item_482,action_words,verbs,stay,stay,stay,,,stay,FALSE,,27,2.15,3.181818182,3.481481481,1.666666667,1.1,0,0.65,0.6,0,3.35,1.761904762,1.142857143,1.666666667,0.666666667,1,3,2.681818182,1.932160398,6.14,3.14,3.86,6.86,5.71,2.6,3.2,1703.722523,8.102209945,534,stay,test,training,test,test,test,test,training,test,training,test,training,test,test,test,test,test,test,test,training,test,test,test,test,test,test
482,483,item_483,action_words,verbs,stop,stop,stop,,,stop,FALSE,,23,3.68,5.181818182,4.483870968,1.5,2.1875,0,0.875,1.125,0,3.5625,2.80952381,2.619047619,2.761904762,2.523809524,2,4,2.304347826,1.988587449,4.73,4.14,5.27,5.86,5.06,4.5,2.777777778,1922.910013,5.096774194,571,stop,test,test,training,test,test,training,test,test,training,test,test,test,test,training,test,test,test,training,test,test,test,test,test,training,test
483,484,item_484,action_words,verbs,sweep,sweep,sweep,,,sweep,FALSE,,27,3.72,6.2,3.777777778,3,1.333333333,0,2.333333333,0.222222222,0.055555556,3.444444444,2.523809524,3.952380952,1.19047619,0.142857143,1.333333333,4,,1.942770296,5.27,3.89,4.73,6.11,5.76,5,1.6875,1110.649499,6.558441558,85,sweep,test,training,test,training,test,training,test,test,training,test,training,training,test,training,test,training,test,test,test,test,training,training,test,test,test
484,485,item_485,action_words,verbs,swim,swim,swim,,,swim,FALSE,,26,4.43,5.153846154,4.965517241,3.347826087,2.15,0.55,3.3,1.7,0.9,3.3,4.052631579,4.157894737,2.842105263,2.105263158,3.210526316,4,,1.470254211,6.71,6.05,3.29,3.95,6.47,5.6,2.5,1557.849727,8.049469965,209,swim,training,training,training,test,test,test,test,test,test,test,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test
486,487,item_487,action_words,verbs,take,take,take,,,take,FALSE,,27,3.06,2.5,4,2.24,1.263157895,0.368421053,3.421052632,0.368421053,0.105263158,2.736842105,1.368421053,3.947368421,1.842105263,1.210526316,1.105263158,3,3.80952381,2.2727784,4.82,4.52,5.18,5.48,4.83,2.8,4.3,2601.981246,8.350947963,1410,take,training,test,test,test,training,test,test,test,training,training,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test
487,488,item_488,action_words,verbs,talk,talk,talk,,,talk,FALSE,,27,4.07,4.5,5.041666667,4.071428571,4.5,0,0,1.166666667,0,2,0,0.411764706,2.294117647,5,0.705882353,3,,1.848580955,6.64,3.38,3.36,6.62,6.44,4.7,5.090909091,1793.333298,8.680759275,605,talk,test,test,training,test,test,training,test,test,test,test,training,test,training,training,test,test,test,test,test,test,test,test,test,test,test
488,489,item_489,action_words,verbs,taste,taste,taste,,,taste,FALSE,,28,4.07,4.5,4.962962963,2.482758621,0.235294118,4.647058824,0.647058824,1.823529412,2,0.941176471,0,0.2,1.3,5,0.45,4,,1.801946903,6.63,4.56,3.37,5.44,7.33,4,4.333333333,2456.076276,5.900662252,315,taste,test,training,test,training,test,training,test,training,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test
489,490,item_490,action_words,verbs,tear,tear,tear,,,tear,FALSE,,30,4.56,4.333333333,3.869565217,4.44,1.222222222,0.555555556,2.111111111,1.888888889,0.111111111,3.333333333,0.428571429,2.523809524,3.142857143,1.571428571,0.428571429,3,,1.876780502,3.14,4.8,6.86,5.2,5.68,5.7,7.4,1275.776187,7.790909091,143,tear,training,test,training,test,training,training,test,training,training,training,test,test,test,test,test,test,training,test,test,test,test,test,test,test,test
490,491,item_491,action_words,verbs,think,think,think,,,think,FALSE,,30,2.41,3.363636364,3.518518519,1.826086957,1.117647059,0.294117647,0.529411765,3.529411765,0.352941176,1,0.095238095,0.142857143,4.761904762,0.095238095,0.19047619,4,,1.935631694,6.68,3.75,3.32,6.25,6.5,2.6,2.7,5850.817105,9.488001417,2864,think,test,training,training,training,test,training,test,training,training,test,training,training,test,test,test,test,test,test,training,test,test,test,test,test,test
491,492,item_492,action_words,verbs,throw,throw,throw,,,throw,FALSE,,25,4.04,4,4.653846154,3.592592593,1.058823529,0,3,0.882352941,0,4,0.863636364,4.590909091,1.545454545,0.227272727,1.409090909,3,,1.971342446,5.55,4.52,4.45,5.48,6.12,4.3,3.5,2522.754287,6.383859286,568,throw,test,test,test,training,test,test,test,training,test,test,training,test,test,training,test,test,test,test,test,test,test,test,test,test,test
492,493,item_493,action_words,verbs,tickle,tickle,tickle,,,tickle,FALSE,,24,3.85,5.4,5.238095238,3.130434783,0.875,0,4,3.0625,0.125,1.8125,2.5,4.111111111,1.333333333,0.944444444,2.722222222,5,,1.603349418,6.14,5.86,3.86,4.14,5.28,,6.842105263,5057.572313,4.676567657,243,tickle,training,training,test,test,training,training,training,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test,training,test
493,494,item_494,action_words,verbs,touch,touch,touch,,,touch,FALSE,,26,3.86,5.5,4.869565217,2.666666667,0.5625,0,4.875,1.3125,0,2.625,1.85,4.9,1.9,1.3,1.45,3,,1.945547614,6.64,4.9,3.36,5.1,6.24,4.2,6.4,2318.639394,6.501631321,493,touch,test,training,test,training,test,training,test,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test
494,495,item_495,action_words,verbs,wait,wait,wait,,,wait,FALSE,,26,2.68,3.5,3.565217391,1.965517241,0.894736842,0.105263158,0.473684211,1.736842105,0.105263158,1.631578947,1.9,1.6,2.8,1.05,1.55,3,3.173913043,1.881606963,4.55,3.62,5.45,6.38,5.31,2.6,4.3,2144.801731,5.978810663,590,wait,test,training,training,training,training,training,test,training,test,training,test,test,test,test,training,training,test,test,test,test,test,test,test,test,test
495,496,item_496,action_words,verbs,wake,wake,wake,,,wake,FALSE,,27,3.11,3.1,2.875,2.173913043,1.833333333,0.111111111,1.055555556,3.944444444,0.388888889,2.444444444,1.15,1.3,3.15,0.75,1.05,3,3.727272727,1.877586954,6.57,3.8,3.43,6.2,5.71,3.4,5.411764706,1683.967055,7.858921162,205,wake,test,test,test,training,training,test,test,test,training,training,test,training,training,test,training,test,test,test,test,training,test,training,test,test,training
496,497,item_497,action_words,verbs,walk,walk,walk,,,walk,FALSE,,24,4.07,3.8,5.821428571,3.2,0.764705882,0,1.588235294,2.529411765,0.176470588,3.117647059,4.947368421,1.368421053,1.105263158,0.526315789,1.263157895,3,3.7,1.764646334,6.77,3.24,3.23,6.76,5.83,5.2,4.538461538,1742.729382,7.726434426,472,walk,test,test,test,training,test,test,test,training,training,test,test,test,test,test,test,test,test,test,training,test,test,test,test,test,test
497,498,item_498,action_words,verbs,wash,wash,wash,,,wash,FALSE,,25,4.35,4.2,5.2,2.851851852,1.6875,0.5,3,0.9375,2,3.25,1.368421053,4.157894737,2.315789474,0.894736842,1.368421053,3,,1.642332139,6,3.7,4,6.3,6.53,5.1,5.454545455,1386.124654,7.133333333,418,wash,test,test,test,training,training,test,test,training,training,training,test,training,training,training,test,training,test,training,test,test,test,test,training,test,test
499,500,item_500,action_words,verbs,wipe,wipe,wipe,,,wipe,FALSE,,26,4,3.5,4.608695652,4,0.823529412,0.058823529,3.882352941,0.588235294,0.352941176,3.176470588,0.4,4.2,0.85,0.4,0.95,3,,1.823948611,4.58,3.54,5.42,6.46,5.43,5,8.266666667,1698.801062,6.968325792,264,wipe,test,test,test,test,training,test,training,test,training,test,test,training,training,test,test,test,training,test,test,test,training,test,test,test,test
500,501,item_501,action_words,verbs,wish,wish,wish,,,wish,FALSE,,,1.77,4.4,3.36,1.458333333,2.583333333,0,0.041666667,2.375,0,0.958333333,0.3,0.55,3.3,1.75,0.4,3,4.086956522,2.071710112,7.14,3.38,2.86,6.62,6.5,3,3.916666667,1048.33962,9.120567376,199,wish,training,training,training,test,test,test,test,test,test,test,test,test,test,test,test,test,training,test,training,test,training,test,test,test,test
502,503,item_503,action_words,verbs,write,write,write,,,write,FALSE,,28,4.22,3.7,4.48,3.681818182,1.11627907,0.279069767,3.162790698,1.186046512,0.255813953,3.651162791,0.227272727,4.727272727,2.363636364,0.272727273,0.409090909,3,,1.813360072,6.45,3.81,3.55,6.19,5.28,4.8,1.357142857,3661.823345,6.699751861,297,write,training,test,training,training,test,training,test,test,training,test,training,test,test,training,test,training,test,test,test,test,test,test,test,test,test
504,505,item_505,descriptive_words,adjectives,asleep,asleep,asleep,,,asleep,FALSE,,26,3.71,3.5,4.391304348,2.625,0.894736842,0.105263158,0.263157895,3.157894737,0.105263158,2.210526316,2.882352941,2.764705882,4.117647059,1.882352941,3.117647059,5,,1.381292935,6.5,2,3.5,8,4.33,,7.19047619,1466.060697,7.793814433,198,asleep,test,training,training,training,training,training,test,training,test,training,test,test,test,test,training,test,test,test,test,training,test,test,test,test,training
505,506,item_506,descriptive_words,adjectives,awake,awake,awake,,,awake,FALSE,,26,3.32,4.3,3.666666667,2.08,2,0.526315789,0.842105263,3.789473684,1,3.526315789,1.684210526,1.842105263,4.263157895,1.526315789,1.684210526,4,3.608695652,1.285633151,6.76,5.5,3.24,4.5,6.68,,6.2,1303.834086,6.076923077,121,awake,training,training,test,test,training,training,test,test,training,training,training,test,test,test,training,test,test,test,test,training,test,test,test,training,test
506,507,item_507,descriptive_words,adjectives,bad,bad,bad,,,bad,FALSE,,26,1.68,4.4,3.794117647,1.888888889,2.65,1.3,1.1,2.5,1.45,2.7,1.421052632,1.947368421,3.263157895,2.105263158,1.578947368,3,,1.978763221,3.24,4.86,6.76,5.14,3.56,2.4,3.416666667,1604.302159,6.811538462,408,bad,training,training,training,training,test,training,training,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test,test
508,509,item_509,descriptive_words,adjectives,big,big,big,,,big,FALSE,,23,3.66,3.818181818,4,2.653846154,0.944444444,0.166666667,2.722222222,0.333333333,0.111111111,3.888888889,1,1.9,3.1,1.35,0.95,3,,1.948628482,5.64,4.33,4.36,5.67,5.61,4.5,2.727272727,2662.717306,7.343234921,1843,big,training,test,test,test,test,training,test,training,training,test,training,test,test,training,test,test,test,test,training,test,test,test,test,training,test
509,510,item_510,descriptive_words,adjectives,black,black,black,,,black,FALSE,,26,3.76,3.272727273,3.6,1.772727273,0.058823529,0.058823529,0.117647059,0.352941176,0.058823529,4.470588235,0.4,0.65,2.55,0.4,0.55,4,,1.789927048,5.4,3.58,4.6,6.42,5.48,6.4,2.5,4485.416754,6.557496361,407,black,training,training,test,training,test,test,training,test,test,test,test,test,training,training,test,test,test,training,training,test,test,test,test,test,test
510,511,item_511,descriptive_words,adjectives,blue,blue,blue,,,blue,FALSE,,24,3.76,4.3,5.541666667,1.4,0.25,0,0.15,0.5,0,4.45,0.111111111,0.111111111,3.388888889,0.333333333,0.388888889,3,,1.77010923,6.53,3.69,3.47,6.31,5.79,6.1,7.333333333,2282.016437,5.652030217,733,blue,training,test,training,training,training,test,test,training,test,training,test,training,training,training,training,test,test,test,test,test,test,test,test,test,test
511,512,item_512,descriptive_words,adjectives,broken,broken,broken,,,broken,FALSE,,24,4.11,3.9,4.125,2.083333333,2.058823529,0.294117647,3.294117647,1.411764706,0.352941176,4.470588235,1.55,2.6,2.65,1.6,1.35,6,,2.043095541,2.75,4.86,7.25,5.14,3.76,,2,1244.150699,6.381909548,307,broken,test,test,test,training,test,training,training,training,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test
512,513,item_513,descriptive_words,adjectives,brown,brown,brown,,,brown,FALSE,,27,4.48,3.923076923,4.76,2.25,0.5,0.192307692,0.192307692,0.192307692,0.192307692,4.384615385,0.368421053,0.473684211,2.684210526,0.157894737,0.315789474,4,,1.898229298,5.52,3.32,4.48,6.68,4.65,5.8,4.1,1803.35905,7.389513109,372,brown,test,training,training,training,training,training,test,test,training,test,training,test,test,training,test,training,test,test,test,test,test,test,test,test,test
515,516,item_516,descriptive_words,adjectives,cold,cold,cold,,,cold,FALSE,,22,3.85,4.866666667,5.625,2.782608696,0.368421053,1.263157895,4.105263158,3.526315789,0.315789474,1.684210526,3.263157895,3.526315789,3.263157895,2.052631579,3.631578947,4,,1.746592591,4.32,3.55,5.68,6.45,5.17,4.2,2.5,2309.246105,6.745892662,475,cold,test,test,test,training,training,test,training,training,test,training,training,training,test,training,training,training,test,test,test,test,test,test,test,test,test
516,517,item_517,descriptive_words,adjectives,cute,cute,cute,,,cute,FALSE,,27,2.76,4.6,3.533333333,1.652173913,1.777777778,0.166666667,0.444444444,1.388888889,0.055555556,4.166666667,0.85,1.05,3.75,1.7,1.6,4,4.952380952,1.36004388,7.56,5.05,2.44,4.95,6.02,4.4,8.8,1411.860632,5.528169014,290,cute,training,training,training,training,test,training,test,training,test,test,training,test,training,test,test,training,test,test,training,test,test,test,test,test,test
517,518,item_518,descriptive_words,adjectives,dark,dark,dark,,,dark,FALSE,,26,4.29,4.2,4.038461538,2.04,0.263157895,0.078947368,0.105263158,0.710526316,0.131578947,4.684210526,0.545454545,0.848484848,3.636363636,0.484848485,0.454545455,4,,1.693438799,5.08,4.09,4.92,5.91,4.61,4.6,1.363636364,1172.030708,7.564516129,215,dark,training,test,training,test,test,training,training,training,training,test,training,test,training,test,test,test,test,test,training,test,test,test,test,test,test
518,519,item_519,descriptive_words,adjectives,dirty,dirty,dirty,,,dirty,FALSE,,23,4.23,5.083333333,3.96875,1.80952381,0.5,0.8,2.75,0.6,2.75,4.25,2.263157895,3.105263158,2.947368421,1.894736842,2.157894737,4,,1.77104412,3.17,5.05,6.83,4.95,5.05,,6.461538462,1637.642172,6.14010989,429,dirty,training,training,test,test,training,training,training,test,test,training,test,training,training,test,training,training,test,test,test,training,test,test,test,test,test
520,521,item_521,descriptive_words,adjectives,empty,empty,empty,,,empty,FALSE,,27,3.43,3.181818182,3.852941176,1.72,0.823529412,0.235294118,2.117647059,2,0.176470588,4.058823529,0.157894737,1.052631579,1.421052632,0.526315789,0.894736842,5,1.782608696,1.774771251,3.78,2.25,6.22,7.75,3.61,,2.380952381,1176.254414,5.830827068,219,empty,test,training,test,test,test,test,test,test,training,test,training,training,test,test,test,test,test,test,test,test,training,test,test,test,test
522,523,item_523,descriptive_words,adjectives,fine,fine,fine,,,fine,FALSE,,,2.61,3.2,2.733333333,1.88,1.315789474,0.578947368,1.105263158,2.368421053,0.526315789,2.315789474,1,1.761904762,2.619047619,1.428571429,1,3,3.47826087,2.030498165,6.5,3.86,3.5,6.14,5.78,2.4,3,1368.295562,7.155294118,287,fine,training,test,training,training,test,training,training,training,test,test,training,training,training,test,test,test,test,test,test,test,test,test,test,test,test
523,524,item_524,descriptive_words,adjectives,first,first,first,,,first,FALSE,,29,2.76,3.8,3.692307692,2.461538462,1.4375,0.25,0.625,1.3125,0.3125,3.1875,0.789473684,1,1.421052632,1,0.894736842,4,2.916666667,2.341576839,7.33,4.9,2.67,5.1,6.38,4.1,3.8,1853.84063,9.705613577,893,first,test,training,test,test,test,test,test,training,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test
524,525,item_525,descriptive_words,adjectives,full,full,full,,,full,FALSE,,28,3.59,4.5,4.44,1.259259259,0.421052632,1.157894737,1.631578947,4.210526316,0.210526316,1.842105263,1.333333333,2.111111111,2.444444444,2.611111111,3.333333333,3,,2.311148172,6,3.48,4,6.52,6.06,3.4,3.363636364,1286.223887,8.030690537,370,full,training,training,training,test,training,test,training,test,test,training,test,test,test,test,training,test,test,test,test,training,training,test,test,training,training
525,526,item_526,descriptive_words,adjectives,gentle,gentle,gentle,,,gentle,FALSE,,28,2.53,3.909090909,3.666666667,2.137931034,1.947368421,0.052631579,3.263157895,2.157894737,0.263157895,3.263157895,1.789473684,2.947368421,2.789473684,1.947368421,1.789473684,6,4.739130435,1.78060464,7.42,3.17,2.58,6.83,6.95,,7.272727273,2433.987016,3.779310345,179,gentle,training,training,training,test,test,training,training,test,training,test,test,training,test,test,test,test,test,test,test,test,training,test,test,test,test
526,527,item_527,descriptive_words,adjectives,good,good,good,,,good,FALSE,,25,1.64,4.2,3.375,2.142857143,2.529411765,1.882352941,1.941176471,2.764705882,2.058823529,3,1.3,1.5,3.25,1.9,1.15,3,,2.196333026,7.89,3.66,2.11,6.34,6.41,2.6,4,5980.296984,4.626882232,1982,good,training,test,training,training,test,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,training,training,test
527,528,item_528,descriptive_words,adjectives,green,green,green,,,green,FALSE,,25,4.07,3.727272727,4.814814815,2.166666667,0.263157895,0.157894737,0.052631579,0.157894737,0.105263158,4.473684211,0.2,0.25,3.25,0.5,0.25,4,,1.858061539,6.29,4.07,3.71,5.93,5.64,6.2,2,2171.09512,5.810035842,770,green,training,test,training,test,training,test,test,training,test,training,training,training,test,test,training,test,test,test,test,training,test,test,training,test,test
528,529,item_529,descriptive_words,adjectives,happy,happy,happy,,,happy,FALSE,,25,2.56,4.2,4.066666667,2.043478261,3.357142857,0.785714286,1,4.5,0.642857143,3.571428571,0.894736842,1.157894737,3.526315789,2.736842105,1,4,5.090909091,1.912722997,8.47,6.05,1.53,3.95,7.21,,6.909090909,1994.265154,7.200956938,446,happy,training,test,training,test,training,training,test,test,test,training,test,test,training,test,training,test,test,test,test,training,test,test,test,test,training
529,530,item_530,descriptive_words,adjectives,hard,hard,hard,,,hard,FALSE,,28,3.76,4.692307692,4.357142857,2.75,1.15,0.2,4.55,1.5,0.05,2.9,1.714285714,3.142857143,2.571428571,1.095238095,1.238095238,4,,2.082317296,4.35,4.5,5.65,5.5,4.96,3.3,2.166666667,1945.047255,8.472757754,588,hard,training,test,test,test,test,training,training,test,training,test,training,test,test,training,test,test,test,test,test,test,test,test,test,training,test
530,531,item_531,descriptive_words,adjectives,heavy,heavy,heavy,,,heavy,FALSE,,26,3.37,3.7,4.04,2.24,0.4375,0.125,3.3125,1.6875,0.1875,2.125,2.473684211,4.210526316,2.105263158,1.210526316,2.368421053,4,2.041666667,2.063089547,4.78,3.65,5.22,6.35,3.61,,3.666666667,1711.390336,5.886850153,247,heavy,test,training,test,test,training,training,test,test,test,test,training,training,test,test,test,test,test,test,test,test,test,test,test,test,test
531,532,item_532,descriptive_words,adjectives,high,high,high,,,high,FALSE,,27,3.46,5.3,4.12,1.296296296,0.944444444,0.166666667,1.111111111,2.444444444,0.722222222,3.166666667,0.666666667,1.333333333,3.238095238,1.571428571,0.761904762,2,3.130434783,2.309989793,5.77,4.1,4.23,5.9,5.76,,3.083333333,1585.590688,7.273279352,351,high,training,test,training,test,training,training,test,training,test,training,test,training,test,training,training,training,test,test,test,training,test,test,test,test,training
